egg|egg|egg|egg|egg|egg	0	18	18	0	36	0	0	126	-18	0	0	0	72	0	0	0	0	216	0	0	216	0	0	216	0	0	0	216	0	216	0	0	216
noddles|egg|egg|egg|egg|egg	0	15	15	0	34	0	0	105	-15	0	21	-3	72	0	0	0	0	180	30	30	210	0	0	180	0	0	30	180	30	210	0	0	180
apple|egg|egg|egg|egg|egg	9	27	18	0	30	12	-3	105	6	0	-15	0	60	0	0	0	0	201	0	0	180	0	0	201	0	0	0	180	0	201	0	0	180
fired_fillet|egg|egg|egg|egg|egg	0	17	18	0	33	0	21	105	-15	12	0	0	57	0	0	20	0	200	0	20	180	20	0	200	0	20	20	180	0	200	0	20	180
klawf_stick|egg|egg|egg|egg|egg	0	27	15	0	42	0	12	105	-15	-3	0	0	81	0	0	0	0	180	0	0	180	0	0	180	0	0	0	180	0	198	0	0	180
cheese|egg|egg|egg|egg|egg	0	18	15	0	39	0	6	111	-9	0	0	0	54	0	0	15	15	195	15	15	195	15	15	195	15	15	15	195	15	195	15	15	195
basil|egg|egg|egg|egg|egg	4	15	31	0	34	8	0	105	-15	8	0	0	52	0	0	0	0	180	0	0	180	0	0	180	4	4	4	184	4	184	4	4	184
egg|egg|egg|egg|egg	0	15	15	0	30	0	0	105	-15	0	0	0	60	0	0	0	0	180	0	0	180	0	0	180	0	0	0	180	0	180	0	0	180
noddles|noddles|egg|egg|egg|egg	0	12	12	0	32	0	0	84	-12	0	42	-6	72	0	0	0	0	144	60	60	204	0	0	144	0	0	60	144	60	204	0	0	144
apple|noddles|egg|egg|egg|egg	9	24	15	0	28	12	-3	84	9	0	6	-3	60	0	0	0	0	165	30	30	174	0	0	165	0	0	30	144	30	195	0	0	144
fired_fillet|noddles|egg|egg|egg|egg	0	14	15	0	31	0	21	84	-12	12	21	-3	57	0	0	20	0	164	30	50	174	20	0	164	0	20	50	144	30	194	0	20	144
klawf_stick|noddles|egg|egg|egg|egg	0	24	12	0	40	0	12	84	-12	-3	21	-3	81	0	0	0	0	144	30	30	174	0	0	144	0	0	30	144	30	192	0	0	144
cheese|noddles|egg|egg|egg|egg	0	15	12	0	37	0	6	90	-6	0	21	-3	54	0	0	15	15	159	45	45	189	15	15	159	15	15	45	159	45	189	15	15	159
apple|apple|egg|egg|egg|egg	18	36	18	0	24	24	-6	84	30	0	-30	0	48	0	0	0	0	186	0	0	144	0	0	186	0	0	0	144	0	186	0	0	144
fired_fillet|apple|egg|egg|egg|egg	9	26	18	0	27	12	18	84	9	12	-15	0	45	0	0	20	0	185	0	20	144	20	0	185	0	20	20	144	0	185	0	20	144
klawf_stick|apple|egg|egg|egg|egg	9	36	15	0	36	12	9	84	9	-3	-15	0	69	0	0	0	0	165	0	0	144	0	0	165	0	0	0	144	0	183	0	0	144
fired_fillet|fired_fillet|egg|egg|egg|egg	0	16	18	0	30	0	42	84	-12	24	0	0	42	0	0	40	0	184	0	40	144	40	0	184	0	40	40	144	0	184	0	40	144
klawf_stick|fired_fillet|egg|egg|egg|egg	0	26	15	0	39	0	33	84	-12	9	0	0	66	0	0	20	0	164	0	20	144	20	0	164	0	20	20	144	0	182	0	20	144
klawf_stick|klawf_stick|egg|egg|egg|egg	0	36	12	0	48	0	24	84	-12	-6	0	0	90	0	0	0	0	144	0	0	144	0	0	144	0	0	0	144	0	180	0	0	144
noddles|noddles|noddles|egg|egg|egg	0	9	9	0	30	0	0	63	-9	0	63	-9	72	0	0	0	0	108	90	90	198	0	0	108	0	0	90	108	90	198	0	0	108
apple|noddles|noddles|egg|egg|egg	9	21	12	0	26	12	-3	63	12	0	27	-6	60	0	0	0	0	129	60	60	168	0	0	129	0	0	60	108	60	189	0	0	108
fired_fillet|noddles|noddles|egg|egg|egg	0	11	12	0	29	0	21	63	-9	12	42	-6	57	0	0	20	0	128	60	80	168	20	0	128	0	20	80	108	60	188	0	20	108
klawf_stick|noddles|noddles|egg|egg|egg	0	21	9	0	38	0	12	63	-9	-3	42	-6	81	0	0	0	0	108	60	60	168	0	0	108	0	0	60	108	60	186	0	0	108
cheese|noddles|noddles|egg|egg|egg	0	12	9	0	35	0	6	69	-3	0	42	-6	54	0	0	15	15	123	75	75	183	15	15	123	15	15	75	123	75	183	15	15	123
apple|apple|noddles|egg|egg|egg	18	33	15	0	22	24	-6	63	33	0	-9	-3	48	0	0	0	0	150	30	30	138	0	0	150	0	0	30	108	30	180	0	0	108
noddles|noddles|noddles|noddles|egg|egg	0	6	6	0	28	0	0	42	-6	0	84	-12	72	0	0	0	0	72	120	120	192	0	0	72	0	0	120	72	120	192	0	0	72
apple|noddles|noddles|noddles|egg|egg	9	18	9	0	24	12	-3	42	15	0	48	-9	60	0	0	0	0	93	90	90	162	0	0	93	0	0	90	72	90	183	0	0	72
fired_fillet|noddles|noddles|noddles|egg|egg	0	8	9	0	27	0	21	42	-6	12	63	-9	57	0	0	20	0	92	90	110	162	20	0	92	0	20	110	72	90	182	0	20	72
klawf_stick|noddles|noddles|noddles|egg|egg	0	18	6	0	36	0	12	42	-6	-3	63	-9	81	0	0	0	0	72	90	90	162	0	0	72	0	0	90	72	90	180	0	0	72
noddles|noddles|noddles|noddles|noddles|egg	0	3	3	0	26	0	0	21	-3	0	105	-15	72	0	0	0	0	36	150	150	186	0	0	36	0	0	150	36	150	186	0	0	36
noddles|noddles|noddles|noddles|noddles|noddles	0	0	0	0	24	0	0	0	0	0	126	-18	72	0	0	0	0	0	180	180	180	0	0	0	0	0	180	0	180	180	0	0	0
