egg|egg|egg|egg|egg|egg	0	18	18	0	36	0	0	126	-18	0	0	0	72	0	0	0	0	216	0	0	216	0	0	216	0	0	0	216	0	216	0	0	216
noddles|egg|egg|egg|egg|egg	0	15	15	0	34	0	0	105	-15	0	21	-3	72	0	0	0	0	180	30	30	210	0	0	180	0	0	30	180	30	210	0	0	180
jalapelo|egg|egg|egg|egg|egg	6	15	15	15	30	12	-3	105	6	0	-15	0	60	0	0	0	0	180	0	0	201	0	0	180	0	0	0	201	0	180	0	0	201
potato_tortilla|egg|egg|egg|egg|egg	1	18	18	1	34	0	21	105	-15	12	0	0	57	0	0	0	20	180	20	0	200	0	20	180	20	0	0	200	20	180	20	0	200
bacon|egg|egg|egg|egg|egg	3	18	27	0	45	0	12	105	-15	-3	0	0	81	0	0	0	0	180	0	0	198	0	0	180	0	0	0	180	0	180	0	0	180
cheese|egg|egg|egg|egg|egg	0	18	15	0	39	0	6	111	-9	0	0	0	54	0	0	15	15	195	15	15	195	15	15	195	15	15	15	195	15	195	15	15	195
watercress|egg|egg|egg|egg|egg	6	15	30	3	33	6	0	105	-15	6	0	0	54	0	0	3	3	183	3	3	183	3	3	183	0	0	0	180	0	180	0	0	180
egg|egg|egg|egg|egg	0	15	15	0	30	0	0	105	-15	0	0	0	60	0	0	0	0	180	0	0	180	0	0	180	0	0	0	180	0	180	0	0	180
noddles|noddles|egg|egg|egg|egg	0	12	12	0	32	0	0	84	-12	0	42	-6	72	0	0	0	0	144	60	60	204	0	0	144	0	0	60	144	60	204	0	0	144
jalapelo|noddles|egg|egg|egg|egg	6	12	12	15	28	12	-3	84	9	0	6	-3	60	0	0	0	0	144	30	30	195	0	0	144	0	0	30	165	30	174	0	0	165
potato_tortilla|noddles|egg|egg|egg|egg	1	15	15	1	32	0	21	84	-12	12	21	-3	57	0	0	0	20	144	50	30	194	0	20	144	20	0	30	164	50	174	20	0	164
bacon|noddles|egg|egg|egg|egg	3	15	24	0	43	0	12	84	-12	-3	21	-3	81	0	0	0	0	144	30	30	192	0	0	144	0	0	30	144	30	174	0	0	144
cheese|noddles|egg|egg|egg|egg	0	15	12	0	37	0	6	90	-6	0	21	-3	54	0	0	15	15	159	45	45	189	15	15	159	15	15	45	159	45	189	15	15	159
jalapelo|jalapelo|egg|egg|egg|egg	12	12	12	30	24	24	-6	84	30	0	-30	0	48	0	0	0	0	144	0	0	186	0	0	144	0	0	0	186	0	144	0	0	186
potato_tortilla|jalapelo|egg|egg|egg|egg	7	15	15	16	28	12	18	84	9	12	-15	0	45	0	0	0	20	144	20	0	185	0	20	144	20	0	0	185	20	144	20	0	185
bacon|jalapelo|egg|egg|egg|egg	9	15	24	15	39	12	9	84	9	-3	-15	0	69	0	0	0	0	144	0	0	183	0	0	144	0	0	0	165	0	144	0	0	165
potato_tortilla|potato_tortilla|egg|egg|egg|egg	2	18	18	2	32	0	42	84	-12	24	0	0	42	0	0	0	40	144	40	0	184	0	40	144	40	0	0	184	40	144	40	0	184
bacon|potato_tortilla|egg|egg|egg|egg	4	18	27	1	43	0	33	84	-12	9	0	0	66	0	0	0	20	144	20	0	182	0	20	144	20	0	0	164	20	144	20	0	164
bacon|bacon|egg|egg|egg|egg	6	18	36	0	54	0	24	84	-12	-6	0	0	90	0	0	0	0	144	0	0	180	0	0	144	0	0	0	144	0	144	0	0	144
noddles|noddles|noddles|egg|egg|egg	0	9	9	0	30	0	0	63	-9	0	63	-9	72	0	0	0	0	108	90	90	198	0	0	108	0	0	90	108	90	198	0	0	108
jalapelo|noddles|noddles|egg|egg|egg	6	9	9	15	26	12	-3	63	12	0	27	-6	60	0	0	0	0	108	60	60	189	0	0	108	0	0	60	129	60	168	0	0	129
potato_tortilla|noddles|noddles|egg|egg|egg	1	12	12	1	30	0	21	63	-9	12	42	-6	57	0	0	0	20	108	80	60	188	0	20	108	20	0	60	128	80	168	20	0	128
bacon|noddles|noddles|egg|egg|egg	3	12	21	0	41	0	12	63	-9	-3	42	-6	81	0	0	0	0	108	60	60	186	0	0	108	0	0	60	108	60	168	0	0	108
cheese|noddles|noddles|egg|egg|egg	0	12	9	0	35	0	6	69	-3	0	42	-6	54	0	0	15	15	123	75	75	183	15	15	123	15	15	75	123	75	183	15	15	123
jalapelo|jalapelo|noddles|egg|egg|egg	12	9	9	30	22	24	-6	63	33	0	-9	-3	48	0	0	0	0	108	30	30	180	0	0	108	0	0	30	150	30	138	0	0	150
noddles|noddles|noddles|noddles|egg|egg	0	6	6	0	28	0	0	42	-6	0	84	-12	72	0	0	0	0	72	120	120	192	0	0	72	0	0	120	72	120	192	0	0	72
jalapelo|noddles|noddles|noddles|egg|egg	6	6	6	15	24	12	-3	42	15	0	48	-9	60	0	0	0	0	72	90	90	183	0	0	72	0	0	90	93	90	162	0	0	93
potato_tortilla|noddles|noddles|noddles|egg|egg	1	9	9	1	28	0	21	42	-6	12	63	-9	57	0	0	0	20	72	110	90	182	0	20	72	20	0	90	92	110	162	20	0	92
bacon|noddles|noddles|noddles|egg|egg	3	9	18	0	39	0	12	42	-6	-3	63	-9	81	0	0	0	0	72	90	90	180	0	0	72	0	0	90	72	90	162	0	0	72
noddles|noddles|noddles|noddles|noddles|egg	0	3	3	0	26	0	0	21	-3	0	105	-15	72	0	0	0	0	36	150	150	186	0	0	36	0	0	150	36	150	186	0	0	36
noddles|noddles|noddles|noddles|noddles|noddles	0	0	0	0	24	0	0	0	0	0	126	-18	72	0	0	0	0	0	180	180	180	0	0	0	0	0	180	0	180	180	0	0	0
